id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
143498,Malcolm Bushby,https://www.malcolmbushby.com/,Malcolm Bushby,,,website,02/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,,,
143514,Scottish Saxophone Ensemble,https://www.scottishsaxophoneensemble.co.uk/,Scottish Saxophone Ensemble,,,website,03/08/2021,False,Music,MUSIC,,Site of a Scottish musical ensemble.,,
143534,Jeana Leslie & Siobhan Miller,http://www.jeanaleslie-siobhanmiller.co.uk/,Jeana Leslie & Siobhan Miller,,,website,03/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk duo.,,
143535,Mairearad & Anna,https://www.mairearadandanna.com/,Site of a Scottish traditional / folk duo.,,,website,03/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk duo, Mairearad Green and Anna Massie.",,
143536,Bellevue Rendezvous,http://www.bvrz.co.uk/,Bellevue Rendezvous,,,website,03/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk group.,,
143549,Ragged Glory,http://www.raggedglory.co.uk/,Ragged Glory,,,website,03/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk group.,,
143572,Schiltrum,http://www.schiltrum.co.uk/,Schiltrum,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk group.,,
143574,Silver Darlings,http://www.silverdarlingsmusic.co.uk/,Silver Darlings,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk group.,,
143587,Whiterose,http://www.whiterose.me.uk/,Whiterose,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk duo.,,
143603,"Wrigley Sisters, The",http://www.wrigleysisters.com/,Jennifer and Hazel Wrigley,Q7776317,https://www.wikidata.org/wiki/Q7776317,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk group. See https://wrigleyandthereel.godaddysites.com/.,,
143615,Seafarers,https://www.seafarersmusic.com/,Seafarers,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a folk group.,,
143622,Sophie Ramsay,https://www.sophieramsay.com/,Sophie Ramsay,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
143626,Whigmaleerie Ceilidh Band,http://www.scots-ceilidh.co.uk/,Whigmaleerie Ceilidh Band,,,website,04/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk ceilidh band.,,
143731,4 Past Midnight,http://www.4pastmidnight.co.uk/,4 Past Midnight,,,website,05/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band.,,
143734,Georgia Crawl,http://www.georgiacrawl.co.uk/,Georgia Crawl,,,website,05/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish blues and rock band.,,
143737,15 Times Dead,https://15timesdead.com/,15 Times Dead,,,website,05/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band.,,
143754,Acoustic Butterfly,https://www.acousticbutterfly.com/,Acoustic Butterfly,,,website,05/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
143759,CopperCeilidh,https://www.copperceilidh.co.uk/,CopperCeilidh,,,website,05/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish ceilidh band.,,
143952,Bobby Gillespie & Jehnny Beth,https://bobbyjehnny.com/,Bobby Gillespie & Jehnny Beth.,,,website,09/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish indie-duo.,,
143993,Dosca,https://www.doscamusic.com/,Dosca,,,website,10/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
143995,Drew Mulholland on Bandcamp,https://drewmulholland-cis.bandcamp.com/,Drew Mulholland on Bandcamp,,,website,10/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144019,DJ Ritchie Ruftone,http://www.ritchieruftone.com/,DJ Ritchie Ruftone,,,website,10/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish DJ and producer.,,
144088,"Numbers, The",https://www.numberstheband.co.uk/,The Numbers,Q30122092,https://www.wikidata.org/wiki/Q30122092,website,11/08/2021,False,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
144089,"Gorms, The on Bandcamp",https://thegorms.bandcamp.com/,The Gorms,,,website,11/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
144090,cop graveyard on Bandcamp,https://copgraveyard.bandcamp.com/,cop graveyard,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144093,ev.exi on Bandcamp,https://evexi.bandcamp.com/,ev.exi,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144094,Everyday Dust on Bandcamp,https://everydaydust-cis.bandcamp.com/,Everyday Dust,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144096,"Fish Pilots, The on Bandcamp",https://thefishpilots.bandcamp.com/,The Fish Pilots,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144097,Frontierer on Bandcamp,https://frontierer.bandcamp.com/,Frontierer,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144098,GASP on Bandcamp,https://gasp.bandcamp.com/,GASP,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish hip-hop artist.,,
144101,Informa Records,https://informarecords.bandcamp.com/,Informa Records,,,website,11/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144106,Jofis Mighty Oak on Bandcamp,https://jofis.bandcamp.com/,Jofis Mighty Oak,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish band.,,
144108,Makina Scotland on Bandcamp,https://makinascotland.bandcamp.com/,Makina Scotland,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish record company based in Glasgow.,"Glasgow",
144111,Real Landscape on Bandcamp,https://reallandscape.bandcamp.com/,Real Landscape,,,website,11/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144113,Scumpulse on Bandcamp,https://scumpulse.bandcamp.com/,Scumpulse,,,website,11/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Edinburgh.,"Edinburgh",
144117,Hamish Napier,https://hamishnapier.com/,Hamish Napier,,,website,11/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk musician and composer.,,
144119,hausfrau on Bandcamp,https://hausfraumusik.bandcamp.com/,hausfrau,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144120,healthyliving on Bandcamp,https://healthylivingband.bandcamp.com/,Healthyliving,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band.,,
144122,Heron Valley on Bandcamp,https://heronvalley.bandcamp.com/,Heron Valley,,,website,11/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
144126,Headless Kross on Bandcamp,https://headlesskross.bandcamp.com/,Headless Kross,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band.,,
144130,Finn LeMarinel on Bandcamp,https://finnlemarinelmusic.bandcamp.com/,Finn LeMarinel on Bandcamp,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish musician.,,
144131,Flowers For Algernon on Bandcamp,https://flowersforalgernon.bandcamp.com/,Flowers For Algernon,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144132,FOREIGNFOX on Bandcamp,https://foreignfox.bandcamp.com/,FOREIGNFOX,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144134,Godeater on Bandcamp,https://godeateruk.bandcamp.com/,Godeater,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144135,Gothzilla on Bandcamp,https://gothzilla.bandcamp.com/,Gothzilla,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144138,Fusion,https://www.fusionweddingband.co.uk/,Coast Entertainments,,,website,11/08/2021,False,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
144140,Doug Johnstone on Bandcamp,https://dougjohnstone.bandcamp.com/,Doug Johnstone on Bandcamp,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie musician.,,
144144,"Fatalists, The on Bandcamp",https://thefatalists.bandcamp.com/,The Fatalists,,,website,11/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144200,Cut Records,http://cutrecs.com/,Cut Records,,,website,12/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Edinburgh..,"Edinburgh",
144202,Highland Harmony,http://www.highlandharmony.uk/,Highland Harmony,,,website,12/08/2021,False,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
144204,Huntleys + Palmers,http://www.huntleyspalmers.com/,Huntley & Palmers,Q836679,https://www.wikidata.org/wiki/Q836679,website,12/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144216,Iain Wilson on Bandcamp,https://iainwilson.bandcamp.com/,Iain Wilson on Bandcamp,,,website,12/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songwriter.,,
144240,jack.josh on Bandcamp,https://jackjosh.bandcamp.com/,jack.josh on Bandcamp,,,website,13/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144255,"Inward Circles, The on Bandcamp",https://theinwardcircles.bandcamp.com/,The Inward Circles,,,website,13/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144256,Jamie Sutherland on Bandcamp,https://jamiesutherlandmusic.bandcamp.com/,Jamie Sutherland on Bandcamp,,,website,13/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie musician.,,
144260,Kouncil Cuts on Bandcamp,https://kouncilcuts.bandcamp.com/,Kouncil Cuts,,,website,13/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company.,,
144322,Kmac2021 on Bandcamp,https://kmac2021.bandcamp.com/,Kmac2021,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144323,Esoteric Rhythms on Bandcamp,https://esotericrhythmsuk.bandcamp.com/,Esoteric Rhythms,,,website,16/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144324,Josef Akin on Bandcamp,https://josefakin.bandcamp.com/,Josef Akin on Bandcamp,,,website,16/08/2021,False,Music,MUSIC : JAZZ,,Site of a Scottish jazz musician.,,
144325,Kaddish on Bandcamp,https://kaddishuk.bandcamp.com/,Kaddish,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish punk rock band.,,
144327,Karawane on Bandcamp,https://karawane.bandcamp.com/,Karawane,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish world music band.,,
144332,KAVARI on Bandcamp,https://kavarimusic.bandcamp.com/,KAVARI,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica group.,,
144334,Kevin Robertson on Bandcamp,https://kevinrobertson.bandcamp.com/,Kevin Robertson on Bandcamp,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish musician.,,
144335,King Witch on Bandcamp,https://kingwitchband.bandcamp.com/,King Witch,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144336,Kitchen Cynics on Bandcamp,https://kitchencynics.bandcamp.com/,Kitchen Cynics,,,website,16/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk band.,,
144337,Kamus & PinballSpider on Bandcamp,https://kpsmovement.bandcamp.com/,Kamus & PinballSpider,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica group.,,
144340,Kusht on Bandcamp,https://kusht.bandcamp.com/,Kusht,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144341,Lavinia Blackwall on Bandcamp,https://laviniablackwall.bandcamp.com/,Lavinia Blackwall on Bandcamp,,,website,16/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a folk musician and songwriter based in Glasgow.,"Glasgow",
144342,Leo Fox on Bandcamp,https://leofox1.bandcamp.com/,Leo Fox on Bandcamp,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songwriter from Edinburgh.,"Edinburgh",
144343,Lewis Aitcheson on Bandcamp,https://lewisaitcheson.bandcamp.com/,Lewis Aitcheson on Bandcamp,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock musician.,,
144344,LF System on Bandcamp,https://lfsystem.bandcamp.com/,LF System,Q113022702,https://www.wikidata.org/wiki/Q113022702,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica duo.,,
144348,Lindsay & The Storm on Bandcamp,https://lindsayandthestorm.bandcamp.com/,Lindsay & The Storm,,,website,16/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk band.,,
144349,"Label, The on Bandcamp",https://listentothelabel.bandcamp.com/,The Label,Q61793219,https://www.wikidata.org/wiki/Q61793219,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144350,Lloyd's House on Bandcamp,https://lloydshouse.bandcamp.com/,Lloyd's House,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songwriter.,,
144351,Lose a Leg on Bandcamp,https://losealeg.bandcamp.com/,Lose a Leg,,,website,16/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk band.,,
144352,Lucid Sins on Bandcamp,https://lucidsins.bandcamp.com/,Lucid Sins,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144353,Lunar Mantra on Bandcamp,https://lunarmantra.bandcamp.com/,Lunar Mantra,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144354,Paradise Palms Records on Bandcamp,https://paradisepalmsrecords.bandcamp.com/,Paradise Palms Records,,,website,16/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Edinburgh.,"Edinburgh",
144355,Seated Records on Bandcamp,https://seatedrecords.bandcamp.com/,Seated Records,,,website,16/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144356,"Kundalini Genie, The on Bandcamp",https://the-kundalini-genie.bandcamp.com/,The Kundalini Genie,,,website,16/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish experimental music group.,,
144391,"Lowest Bitter, The on Bandcamp",https://thelowestbitter.bandcamp.com/,The Lowest Bitter,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144396,Joanne Matthews,https://www.jojomatthews.art/,Joanne Matthews,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of an artist and musician based in Edinburgh.,"Edinburgh",
144400,"Knowe O'Deil, The on Bandcamp",https://theknoweodeil.bandcamp.com/,The Knowe O'Deil,,,website,17/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk band.,,
144401,Krokakai on Bandcamp,https://krokakai.bandcamp.com/releases,Krokakai,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144402,"Last Days of Pompeii, The on Bandcamp",https://thelastdaysofpompeii.bandcamp.com/,The Last Days of Pompeii,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
144403,Lord Of The Isles on Bandcamp,https://lordoftheisles.bandcamp.com/,Lord Of The Isles,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144404,Los Lucha on Bandcamp,https://loslucha.bandcamp.com/,Los Lucha,,,website,17/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144414,Small Town Sounds,https://www.smalltownsounds.co.uk/,Small Town Sounds,,,website,18/08/2021,False,Music,MUSIC : LISTING,,"Music news, gig reviews and interviews from the Dumfries & Galloway music scene.",,
144416,Jukebox Hero,https://www.jukeboxheroband.uk/,Jukebox Hero,,,website,18/08/2021,False,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
144421,Lizzie and the Banshees,http://www.lizzie-and-the-banshees.com/,Lizzie and the Banshees,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish Siouxsie & the Banshees tribute band.,,
144426,Alice Brown,http://www.alicejbrownmusic.co.uk/,Alice Brown,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songrwriter.,,
144428,"Written Apology, A on Bandcamp",https://awrittenapology.bandcamp.com/,A Written Apology,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144429,Abagail Grey on Bandcamp,https://abagailgrey.bandcamp.com/,Abagail Grey,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a Scottish singer-songrwriter, also known as Claire Campbell.",,
144430,Admlithi on Bandcamp,https://admlithi.bandcamp.com/,Admlithi,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144431,Alan Duncan on Bandcamp,https://alanduncan.bandcamp.com/,Alan Duncan on Bandcamp,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock musician.,,
144432,Algernon Doll on Bandcamp,https://algernondoll.bandcamp.com/,Algernon Doll,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144433,Ammonium on Bandcamp,https://ammonium1.bandcamp.com/,Ammonium,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144449,Ampoule Records,http://ampoulerecords.com/,Ampoule Records,,,website,18/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
144452,3hours on Bandcamp,https://3hours.bandcamp.com/,3hours,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144453,909 Junkies on Bandcamp,https://909junkies.bandcamp.com/,909 Junkies,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144454,Abscesssucker on Bandcamp,https://abscesssucker.bandcamp.com/,Abscesssucker,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144456,"Hand Raised in Blessing, A on Bandcamp",https://ahandraisedinblessing.bandcamp.com/,A Hand Raised in Blessing,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish avant-garde / experimental music group.,,
144457,Alkanes on Bandcamp,https://alkanes.bandcamp.com/,Alkanes,,,website,18/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144504,Altres on Bandcamp,https://altres-dundee.bandcamp.com/,Altres,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144505,"Anderson, McGinty, Webster, Ward & Fisher (AMWWF) on Bandcamp",https://amwwf.bandcamp.com/,"Anderson, McGinty, Webster, Ward & Fisher",,,website,19/08/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish Americana, traditional and folk band.",,
144506,Black Lake Records on Bandcamp,https://blacklakerecords.bandcamp.com/,Black Lake Records,,,website,19/08/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company located in Aberdeen.,"Aberdeen",
144507,Komodo Kolektif on Bandcamp,https://komodokolektif.bandcamp.com/,Komodo Kolektif,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish world music band.,,
144508,Logan's Close on Bandcamp,https://logansclose.bandcamp.com/,Logan's Close,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144509,Macka on Bandcamp,https://mackaroons.bandcamp.com/,Macka,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica.,,
144510,"Alien Cormorant, The on Bandcamp",https://thealiencormorant.bandcamp.com/,The Alien Cormorant,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a Scottish pop-punk producer and musician, also known as Alan Cormack.",,
144511,"20:20 Youth on Bandcamp (Anna Barton, Joseph Upton)",https://2020youth.bandcamp.com/,20:20 Youth,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish music project in Aberdeen.,"Aberdeen",
144512,Annoying Ringtone on Bandcamp,https://annoyingringtone.bandcamp.com/,Annoying Ringtone,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144513,Arbitrium選択 on Bandcamp,https://arbitrium.bandcamp.com/,Arbitrium選択,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish ambient music band.,,
144514,Atlas HiFi on Bandcamp,https://atlashifi.bandcamp.com/,Atlas HiFi,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish reggae band.,,
144515,Attack Pattern: Delta on Bandcamp,https://attackpatterndelta.bandcamp.com/,Attack Pattern: Delta,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144516,Athenia on Bandcamp,https://athenia.bandcamp.com/,Athenia,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144517,Audiokicks on Bandcamp,https://audiokicks.bandcamp.com/,Audiokicks,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144518,Autumn In Disguise on Bandcamp,https://autumnindisguise.bandcamp.com/,Autumn In Disguise,Q4827159,https://www.wikidata.org/wiki/Q4827159,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144519,Avast! On Bandcamp,https://avastuk.bandcamp.com/,Avast!,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144520,Barstow Bats on Bandcamp,https://barstowbats.bandcamp.com/,Barstow Bats,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144521,Bed Of Wasps on Bandcamp,https://bedofwasps.bandcamp.com/,Bed Of Wasps,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144522,Billy The Mountain Band on Bandcamp,https://billythemountain.bandcamp.com/,Billy The Mountain Band,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144523,Bird Law on Bandcamp,https://birdlawpunx.bandcamp.com/,Bird Law,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
144524,Bitterwood on Bandcamp,https://bitterwoodhc.bandcamp.com/,Bitterwood,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144525,BLNTSDE on Bandcamp,https://blntsde.bandcamp.com/,BLNTSDE,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
144526,Bonehouse on Bandcamp,https://bonehouseuk.bandcamp.com/,Bonehouse,Q15789312,https://www.wikidata.org/wiki/Q15789312,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144527,Bonesaw on Bandcamp,https://bonesaw.bandcamp.com/,Bonesaw,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144528,BRACE on Bandcamp,https://braceuk.bandcamp.com/,BRACE,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144529,BREAKABLES on Bandcamp,https://breakables.bandcamp.com/,BREAKABLES,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
144530,Cameo Colours on Bandcamp,https://cameocoloursuk.bandcamp.com/,Cameo Colours on Bandcamp,,,website,19/08/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,,,
