id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
129483,Coalburn I.O.R. Pipe Band,http://www.coalburnior.co.uk/,Coalburn I.O.R Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Coalburn, South Lanarkshire.","Coalburn, South Lanarkshire",
129484,Northern Constabulary Community Pipe Band,http://www.norconpipeband.co.uk/,Northern Constabulary Community Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Inverness, Highland. SC033704.","Highland, Inverness",
129485,Kinross & District Pipe Band,http://www.kinross-pipe-band.co.uk/,Kinross & District Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Kinross, Perth & Kinross.","Kinross",
129486,Royal Air Force Lossiemouth Pipes & Drums,https://www.raflossiemouthpipesanddrums.co.uk/,Royal Air Force Lossiemouth Pipes & Drums,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Lossiemouth, Moray, attached to the RAF at Lossiemouth.",,
129487,"Black Watch Association Pipe Band, The",http://theblackwatchassociationpipeband.co.uk/,The Black Watch Association Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Newcastle-Under-Lyme, Staffordshire.","Newcastle",
129488,Oban High School Pipe Band,http://ohspipeband.org.uk/,Oban High School Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Oban, Argyll & Bute. See also",,
129489,Stonehaven Pipe Band,http://www.stonehavenpipeband.co.uk/,Stonehaven Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Stonehaven, Aberdeenshire. See also http://www.stonehavenpipeband.com/.","Stonehaven, Aberdeenshire",
129490,Lewis Pipe Band,http://www.lewispipeband.co.uk/,Lewis Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Stornoway, Isle of Lewis, Western Isles.","Stornoway, Isle of Lewis",
129491,Scottish Borders Pipe Band,http://scottishborderspipeband.co.uk/,Scottish Borders Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Stow, Scottish Borders.",,
129492,Royal Air Force Waddington Pipes & Drums,https://rafwaddingtonpipeband.com/,Royal Air Force Waddington Pipes and Drums,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Waddington, Lincolm, attatched to the Royal Air Force base.","Waddington",
129505,Warrington Pipe Band,http://www.warringtonpipeband.co.uk/,Warrington Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Warrington, Cheshire.","Warrington",
129506,Wick RBLS Pipe Band,http://www.wickpipeband.org/,Wick Royal British Legion Scotland Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Wick, Caithness, Highland. See also https://www.facebook.com/Wick-RBLS-Pipe-Band-296728761121/.",,
129507,South Cheshire Pipe Band,http://www.cheshirepipeband.co.uk/,South Cheshire Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Cheshire.","Cheshire",
129508,Scots Guards Assoc. Pipe Band,http://www.sgapipeband.com/,Scots Guards Association Pipes & Drums Manchester Branch,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Manchester.","Manchester",
129509,City of Norwich Pipe Band,http://www.norwichpipeband.net/,City of Norwich Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Norwich.","Norwich",
129510,Drum Major,http://www.drummajor.co.uk/,Royal Air Force Pipe Band Association,,,website,27/01/2021,True,Music,MUSIC : PIPING,,Site of a tuition service run by the Royal Air Force Pipe Band Association with comprehensive instruction for aspiring drum majors in Highland style pipe bands.,,
129512,Practical Pipers,http://www.practicalpipers.co.uk/,Practical Pipers Society,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Broughty Ferry, Dundee.","Broughty Ferry",
129513,Royal Air Force Pipe Band Association,http://www.rafpba.com/,Royal Air Force Pipe Band Association,,,website,27/01/2021,True,Music,MUSIC : PIPING,,Site of the pipe and drums bands in the Royal Air Force.,,
129532,Ross & Cromarty Pipes & Drums School,http://www.racpads.com/,Ross & Cromarty Pipes & Drums School,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band and school affiliated to the Royal Scottish Pipe Band Association, located in Invergordon, Highland. SC035451.","Invergordon, Highland",
129534,Seaforth Highlanders Pipes & Drums,http://www.seaforthhighlanders.co.uk/,Seaforth Highlanders Pipes & Drums,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Leicester.","Leicester",
129551,Stow Caledonian Pipe Band,http://www.stowcaledonian.co.uk/,Stow Caledonian Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,http://www.stowcaledonian.co.uk/sitemap.xml,,
129552,Vale of Atholl Pipe Band,http://www.thevale.org/,Vale of Atholl Pipe Band,Q7909522,https://www.wikidata.org/wiki/Q7909522,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Pitlochry, Perth & Kinross. SC049396.","Pitlochry",
129553,Gairloch & District Pipe Band,https://gairlochpipeband.co.uk/,Gairloch & District Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Gairloch, Highland. SC045569.","Gairloch",
129554,Neilston and District Pipe Band,https://neilstonpipeband.com/,Neilston and District Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Neilston, Glasgow.","Neilston",
129555,Northern Ireland Piping and Drumming School,https://nipds.org/,Northern Ireland Piping and Drumming School,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band tuition school affiliated to the Royal Scottish Pipe Band Association, with locations in Enniskillen, Lisburn and Dungannon, Northern Ireland.","Northern Ireland Piping",
129556,Nottinghamshire Police Pipe Band,https://nottspolicepipeband.co.uk/,Nottinghamshire Police Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Nottinghamshire.","Nottinghamshire",
129557,Preston Lodge High School Pipe Band,https://plhspipeband.com/,Preston Lodge High School Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Prestonpans, East Lothian.",,
129558,Scots Association Pipes and Drums (South),https://sgapanddsouth.com/,Scots Association Pipes and Drums (South),,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in London.","London",
129559,Scottish Power Pipe Band,https://www.scottishpowerpipeband.com/,Scottish Power Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, and attached to the energy company Scottish Power.",,
129561,Saint Francis Pipe Band,http://www.saintfrancispipeband.com/,Saint Francis Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Gorbals, Glasgow.","Gorbals",
129562,Wirral Pipe Band,http://www.wirralpipeband.co.uk/,Wirral Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Wirral, Merseyside.",,
129564,Wolverhampton Pipe Band,http://www.wolvespb.org.uk/,Wolverhampton Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Wolverhampton, West Midlands.","West Midlands, Wolverhampton",
129566,City of Bristol Pipes and Drums,https://bristolpipeband.org/,City of Bristol Pipes and Drums,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Bristol.","Bristol",
129568,Haddington Pipe Band,http://www.haddingtonpipeband.co.uk/,Haddington Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Haddington, East Lothian.","East Lothian, Haddington",
129570,Isle of Skye Pipe Band,http://www.spanglefish.com/isleofskyepipeband/,Isle of Skye Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Portree, Isle of Skye, Highland.","Portree",
129571,Forres & Disctrict Pipe Band,https://forrespipeband.co.uk/,Forres & Disctrict Pipe Band,,,website,27/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Forres, Moray.",,
129574,Kirkwall City Pipe Band,https://www.kirkwallcity.com/,Kirkwall City Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Kirkwall, Orkney.","Kirkwall",
129576,East Kilbride Pipe Band,http://www.eastkilbride-pipeband.org.uk/,East Kilbride Pipe Band,,,website,27/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in East Kilbride, South Lanarkshire.","East Kilbride, South Lanarkshire",
129612,Scottish Piping Society of London,http://www.scottishpipingsocietyoflondon.co.uk/,Scottish Piping Society of London,Q7437897,https://www.wikidata.org/wiki/Q7437897,website,28/01/2021,True,Music,MUSIC : PIPING,,Site of a group promoting pipe bands and their traditions in the London area.,"London",
129613,Shotts and Dykehead Caledonia Pipe Band,https://shottspipeband.com/,Shotts and Dykehead Pipe Band,Q7502608,https://www.wikidata.org/wiki/Q7502608,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Shotts, North Lanarkshire.","North Lanarkshire, Shotts",
129614,Stromness RBL Pipe Band,https://stromnesspipeband.co.uk/,Stromness RBL Pipe Band,,,website,28/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Stromness, Orkney.","Stromness",
129616,Welsh Piping Society,https://welshpipingsociety.wixsite.com/wpspb/,Welsh Piping Society,,,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band society affiliated to the Royal Scottish Pipe Band Association, located in Newport, Gwent.","Newport, Gwent",
129617,Closkelt Pipe Band,https://www.closkelt.co.uk/,Closkelt Pipe Band,,,website,28/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Closkelt, County Down, Northern Ireland.","Closkelt, County Down, Northern Ireland",
129618,Glencorse Pipe Band,https://www.glencorsepipeband.co.uk/,Glencorse Pipe Band,,,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Milton Bridge, Midlothian.","Midlothian",
129620,Manchester Phoenix Pipe Band,https://www.manchesterphoenixpipeband.co.uk/,Manchester Phoenix Pipe Band,,,website,28/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Manchester.","Manchester",
129621,Music Service for Pipes and Drums,https://www.mspds.org/,Music Service for Pipes and Drums,,,website,28/01/2021,True,Music,MUSIC : PIPING,,Site of a music and tuition service located in Northern Ireland for pipe band members.,"Northern Ireland",
129622,Williamwood Pipe Band,https://www.williamwoodpipeband.com/,Williamwood Pipe Band,,,website,28/01/2021,False,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Clarkston, Glasgow.","Clarkston",
129624,Reading Scottish Pipe Band,https://www.readingscottish.org/,Reading Scottish Pipe Band,,,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Reading, Berkshire.",,
129625,Strathendrick Pipe Band Association Pipe Band,https://strathendrickpipeband.co.uk/,Strathendrick Pipe Band,,,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Bearsden, East Dunbartonshire.","East Dunbartonshire, Bearsden",
129628,Stockbrige Pipe Band Edinburgh,http://www.stockbridgepipeband.org/,Stockbrige Pipe Band Edinburgh,,,website,28/01/2021,True,Music,MUSIC : PIPING,,"Site of a pipe band affiliated to the Royal Scottish Pipe Band Association, located in Stockbridge, Edinburgh.","Edinburgh",
130563,FiddleFolk,http://www.fiddlefolk.co.uk/,FiddleFolk,,,website,08/02/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of an organisation located in Lochgoilhead, Argyll & Bute whic offers tuition in traditional Scottish fiddle music. SC038185.",,
134186,Sonas,http://www.sonas.me.uk/,Sonas,,,website,17/03/2021,False,Music,MUSIC : CHOIRS,,Site of an acappella music group located in the North East of Scotland.,,
138971,Les McKeown,https://www.lesmckeown.com/,Les McKeown,,,website,11/05/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a the singer and member of Edinburgh pop band The Bay City Rollers.,"Edinburgh",
138972,"Music Kitchen, The",https://www.themusickitchen.co.uk/,The Music Kitchen,,,website,11/05/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a music and record production company located in Edinburgh.,"Edinburgh",
138973,Eric Faulkner,https://www.ericfaulkner.co.uk/,Eric Faulkner,,,website,11/05/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a guitarist and member of the Edinburgh based pop band The Bay City Rollers.,"Edinburgh",
138974,David Paton Songs,https://davidpatonsongs.com/,David Paton Songs Ltd,,,website,11/05/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish musician and recording artist former member of the 1970s pop band Pilot.,,
138975,Ian Bairnson,http://www.ianbairnson.com/,Ian Bairnson,,,website,11/05/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of the Scottisdh musician and recording artist Ian Bairnson, former member of the band Pilot.",,
141227,Stuart David,http://www.stuart-david.com/,Stuart David,,,website,22/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of the Scottish musician and novelist Stuart David.,,
141231,Carla J Easton,https://www.carlajennifereaston.com/,Carla J. Easton,,,website,22/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of Scottish musician and artist Carla J. Easton.,,
141428,Edwyn Collins,http://www.edwyncollins.com/,Edwyn Collins,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scotish rock / pop musician.,,
141429,Big Country,https://bigcountry.co.uk/,Big Country,Q858738,https://www.wikidata.org/wiki/Q858738,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141430,Bis,https://bisnation.com/,Bis,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141431,Cocteau Twins,https://cocteautwins.com/,Cocteau Twins,Q588820,https://www.wikidata.org/wiki/Q588820,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141433,Deacon Blue,https://deaconblue.com/,Deacon Blue,Q1180767,https://www.wikidata.org/wiki/Q1180767,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141434,Hipsway,https://hipswayofficial.com/,Hipsway,Q5768687,https://www.wikidata.org/wiki/Q5768687,website,25/06/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock & pop music group.,,
141436,Hue and Cry,https://hueandcry.co.uk/,Hue and Cry,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
141437,Wet Wet Wet,https://wetwetwet.co.uk/,Wet Wet Wet,Q49871,https://www.wikidata.org/wiki/Q49871,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
141438,Camera Obscura,https://www.camera-obscura.net/,Camera Obscura,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141439,Simple Minds,https://www.simpleminds.com/,Simple Minds,Q748836,https://www.wikidata.org/wiki/Q748836,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141440,Teenage Fanclub,https://www.teenagefanclub.com/,Teenage Fanclub,Q1515611,https://www.wikidata.org/wiki/Q1515611,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141441,"Pastels, The",https://www.thepastels.org/,The Pastels,Q30504,https://www.wikidata.org/wiki/Q30504,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141445,"Rezillos, The",http://www.rezillos.rocks/,The Rezillos,Q3269,https://www.wikidata.org/wiki/Q3269,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141446,Franz Ferdinand,http://franzferdinand.com/,Franz Ferdinand,Q173180,https://www.wikidata.org/wiki/Q173180,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141447,Goodbye Mr. Mackenzie,http://www.goodbyemrmackenzie.com/,Goodbye Mr. Mackenzie,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141448,CHVRCHES,https://chvrch.es/,Chvrches,Q5118436,https://www.wikidata.org/wiki/Q5118436,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish dance and electronic music group.,,
141449,Josef K,http://josef-k.org/,Josef K,Q3184034,https://www.wikidata.org/wiki/Q3184034,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site about a Scottish alternative music group.,,
141450,Mogwai,https://mogwai.scot/,Mogwai,Q645980,https://www.wikidata.org/wiki/Q645980,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141451,Skids,https://www.the-skids.com/,Skids,Q547438,https://www.wikidata.org/wiki/Q547438,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141452,BMX Bandits,https://bmxbandits.net/,BMX Bandits,Q4836098,https://www.wikidata.org/wiki/Q4836098,website,25/06/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141453,Texas,https://www.texas.uk.com/,BMG Rights Management (UK) Limited,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141454,Biffy Clyro,https://www.biffyclyro.com/,Warner Music UK Ltd,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141455,Glasvegas,https://glasvegas.net/,Glasvegas,Q740692,https://www.wikidata.org/wiki/Q740692,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141456,Sons and Daughters,https://www.sonsanddaughtersloveyou.com/,Sons and Daughters,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141457,Arab Strap,https://www.arabstrap.scot/,Arab Strap,Q2632762,https://www.wikidata.org/wiki/Q2632762,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141458,Idlewild,https://idlewild.co.uk/,Idlewild,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141459,Mull Historical Society,http://mullhistoricalsociety.com/,Mull Historical Society,,,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group and the main operator Colin Macintyre.,,
141462,"Twilight Sad, The",https://thetwilightsad.com/,The Twilight Sad,Q750092,https://www.wikidata.org/wiki/Q750092,website,25/06/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
143797,Adam Getty on Bandcamp,https://adamgetty.bandcamp.com/,Adam Getty on Bandcamp,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
143798,Alec Cooper on Bandcamp,https://aleccooper.bandcamp.com/,Alec Cooper on Bandcamp,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a psychedelic and world music composer, musican and educator based in Edinburgh.","Edinburgh",
143799,ALEX on Bandcamp,https://alexofficial.bandcamp.com/,ALEX on Bandcamp,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician based in Edinburgh.,"Edinburgh",
143800,Always a hit Records on Bandcamp,https://alwaysahitrecords.bandcamp.com/,Always A Hit Records,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company specialising in rockabilly and its subgenres.,,
143801,Ancient Entity Records,https://anciententityrecords.bandcamp.com/,Ancient Entity Records,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company located in Edinburgh.,"Edinburgh",
143802,Arcade on Bandcamp,https://arcadescotland.bandcamp.com/,Arcade,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a traditional / folk and Americana duo based in Edinburgh.,"Edinburgh",
143803,a•ri•et on Bandcamp,https://ariet.bandcamp.com/,a•ri•et,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a musician based in Glasgow.,"Glasgow",
143804,Astral Black on Bandcamp,https://astralblack.bandcamp.com/,Astral Black,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a record company jointly based in London and Glasgow.,"Glasgow",
143805,Axe Japan on Bandcamp,https://axejapan.bandcamp.com/,Axe Japan,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish music production and record company.,,
143806,Clan Destine Records on Bandcamp,https://clandestinerecords.bandcamp.com/,Clan Destine Records,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish music production and record company.,,
143807,Edit Select on Bandcamp,https://editselect909.bandcamp.com/,Edit Select,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish electronica musician and record producer located in Glasgow.,"Glasgow",
143808,500 on Bandcamp,https://setal.bandcamp.com/,500 Airport,Q34630166,https://www.wikidata.org/wiki/Q34630166,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica band.,,
143809,Ailie Robertson,https://www.ailierobertson.com/,Ailie Robertson,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish folk musician, educator and composer.",,
143810,Ali Ferguson,https://www.aliferguson.com/,Ali Ferguson,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a Scottish musician, singer, songwriter and producer based in Edinburgh.","Edinburgh",
143811,Dave Major,https://www.dave-major.com/,Dave Major,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and educator.,,
143812,Jan Clark,https://www.janclarkmusic.co.uk/,Jan Clark,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician and music teacher.,,
143815,Aduantas on Bandcamp,https://aduantas.bandcamp.com/,Aduantas,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
143816,Astro on Bandcamp,https://astrosg.bandcamp.com/,Astro,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician based in Edinburgh.,"Edinburgh",
143817,Avoidant on Bandcamp,https://avoidantrecords.bandcamp.com/,Avoidant,,,website,06/07/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company based in Glasgow.,"Glasgow",
143818,Tremors on Bandcamp,https://tremorsglasgow.bandcamp.com/,Tremors,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish record company.,,
143819,Barshasketh on Bandcamp,https://barshasketh.bandcamp.com/,Barshasketh on Bandcamp,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,,,
143820,Acheron on Bandcamp,https://acheron.bandcamp.com/,Acheron,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish ambient musician.,,
143821,Baz Gordon & The Tomorrow Band on Bandcamp,https://bazandthe2moroband.bandcamp.com/,Baz Gordon & The Tomorrow Band,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish funk band.,,
143823,Alma Fiera,http://www.almafiera.com/,Alma Fiera,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock covers band.,,
143824,Ímar,https://www.imarband.com/,Ímar,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a tradtional / folk band based in Glasgow.,"Glasgow",
143825,Barrule,https://www.barruletrio.com/,Barrule,Q19871044,https://www.wikidata.org/wiki/Q19871044,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Manx traditional / folk band.,,
143827,Bad Name : a tribute to Bon Jovi,http://bad-name.com/,Bad Name,,,website,06/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish Bon Jovi tribute band.,"Bon Jovi",
143828,Bon Stovi,http://www.bonstovi.com/,Bon Stovi,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish ceilidh band.,,
143829,Concrete Kingdoms,http://www.concretekingdoms.com/,Concrete Kingdoms,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band.,,
