id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
148296,Johnny Cunningham,https://www.johnnycunningham.com/,Johnny Cunningham,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk group singer, the late Johnny Cunningham, member of Silly Wizard and other folk bands.",,
148297,Clark Sorley : Music Recordings,http://www.clarksorley.com/,Clark Sorley : Music Recordings,,,website,03/11/2021,True,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company.,,
148298,Davie Robertson,http://www.davierobertson.co.uk/,Davie Robertson,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk composer and musician.,,
148299,Dick Lee's Music Pages,http://dicklee.org.uk/wp/,Dick Lee's Music Pages,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician.,,
148300,Donald Grant,https://www.donaldgrantmusic.com/,Donald Grant,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148306,Dougie McCance,http://www.dougiethepiper.com/,Dougie McCance,,,website,03/11/2021,False,Music,MUSIC : PIPING,,Site of a Scottish piper.,,
148307,Dr. Frances Wilkins,http://www.franceswilkins.com/,Dr. Frances Wilkins,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of an ethnomusicologist and professional musician based at the Elphinstone Institute at the University of Aberdeen.,,
148308,Dundee Strathspey & Reel Society,https://www.dundeesrs.co.uk/,Dundee Strathspey & Reel Society,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Strathspey and reel society from Dundee.,,
148309,Eriskay Lilt,http://www.eriskaylilt.co.uk/,Eriskay Lilt,,,website,03/11/2021,True,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
148310,Feast of Fiddles,https://feastoffiddles.co.uk/,Feast of Fiddles,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtioanal / folk group.,,
148311,Finlay Macdonald,https://finlaymacdonaldmusic.co.uk/,Finlay Macdonald,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148312,Fred Morrison,https://fredmorrison.com/,Fred Morrison,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician and composer.,,
148313,Freeland Barbour,https://www.freelandbarbour.co.uk/,Freeland Barbour,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148314,"Island Tapes, The",http://theislandtapes.com/,"Island Tapes, The",,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk film soundtrack music by David Allison.,,
148315,James Ross,https://www.jamesrossmusic.co.uk/,James Ross,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish pianist and composer.,,
148316,Joe Gordon & Sally Logan,http://www.joegordonandsallylogan.co.uk/,Joe Gordon & Sally Logan,,,website,03/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk and entertainment duo.,,
148322,Bright Young Folk,https://brightyoungfolk.com/,Bright Young Folk,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site about the contemporary folk and traditional music scene in the United Kingdom.,"the United Kingdom",
148323,Jillian Bain Christie,https://www.jillianbainchristie.com/,Jillian Bain Christie,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish artist, illustrator and soprano.",,
148381,John MacLeod,http://www.johnmcleod.uk.com/,John MacLeod,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish composer.,,
148383,Gael Music,https://www.gael.org.uk/,Gael Music,,,website,04/11/2021,True,Music,MUSIC : CHARITY,SC044156,"Site of a Sciottish charity and youth led arts and heritage organisation that promotes, develops and celebrates folk and traditional music with communities across the UK. SC044156.",,
148385,Alexandria Mandolin Club,http://www.alexandriamandolin.club/,Alexandria Mandolin Club,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk music club located in Alexandria, West Dunbartonshire.","Alexandria, West Dunbartonshire",
148387,Eilidh Steel & Mark Neal,https://eilidhandmark.com/,Eilidh Steel & Mark Neal,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditonal / folk duo.,,
148388,Fruin Ceilidh Band,http://fruinceilidhband.com/,Fruin Ceilidh Band,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish ceilidh band.,,
148389,Leum [Calum Martin],https://www.leummusic.com/,Leum Records,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site for recording studio.,,
148390,Lindsay Davidson,http://www.lindsaydavidson.co.uk/,Lindsay Davidson,,,website,04/11/2021,True,Music,MUSIC : PIPING,,Site of a Scottish piper.,,
148392,Helensburgh House Concerts,https://www.helensburghhouseconcerts.co.uk/,Helensburgh House Concerts,,,website,04/11/2021,True,Music,MUSIC : EVENTS,,"Sote of a group that stages small, informal concerts in houses in Helensburgh, Argyll & Bute.","Helensburgh",
148394,David Allison on Bandcamp,https://davidallison.bandcamp.com/,David Allison on Bandcamp,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician  and composer.,,
148396,Dick Lee,https://dicklee462.wixsite.com/dicklee,Dick Lee,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician.,,
148397,Gordon Gunn,http://www.gordongunn.co.uk/,Gordon Gunn,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148399,Gordon Pattullo,http://www.gordonpattullo.co.uk/,Gordon Pattullo,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk accordion musician.,,
148401,Angus Accordion & Fiddle Festival,https://aaff.webs.com/,Angus Accordion & Fiddle Festival,,,website,04/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish accordion and fiddle festical staged in Angus.,,
148403,"Lorelei, The",http://www.thelorelei.co.uk/,The Lorelei,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk rock band from Aberdeen.,"Aberdeen",
148441,Kan,https://kan-music.co.uk/,KAN,,,website,04/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148516,Claire Mann,http://www.clairemann.com/,Claire Mann,,,website,05/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician,,
148517,Alison Burns,https://aliburns.co.uk/,Alison Burns,,,website,05/11/2021,True,Music,MUSIC : CHOIRS,,Site of a Scottish song-writer and choir master.,,
148575,Dòchas,http://www.dochas.co.uk/,Dòchas,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic traditional / folk group.,,
148576,Michael Marra,https://www.musical1.com/michael-marra/,Michael Marra,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish musician, the late Michael Marra.",,
148579,Biggar Accordion and Fiddle Club,https://biggaraccordionandfiddle.weebly.com/,Biggar Accordion and Fiddle Club,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish accordion and fiddle club based in Biggar, South Lanarkshire.","Biggar, South Lanarkshire",
148580,Keith Buchanan Smith,https://keithbuchanansmith.wordpress.com/,Keith Buchanan Smith,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish classical and traditional / folk musician and teacher.,,
148582,Keith Macleod,https://keith-macleod.com/,Keith Macleod,,,website,08/11/2021,False,Music,MUSIC : COUNTRY,,Site of a Scottish country singer / songwriter from the North of Scotland.,,
148583,Lorraine McCauley,https://lorrainemccauley.wordpress.com/,Lorraine McCauley,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148585,Eilidh Steel,https://www.eilidhsteel.com/,"Steel, Eilidh",,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish fiddler and composer.,,
148587,Folky MacFolk Face,https://www.folkymacfolkface.com/,Folky MacFolk Face,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scots-Irish folk band based in Scotland.,,
148589,Kyle Warren,https://www.kylewarrenbagpipes.com/,Kyle Warren,,,website,08/11/2021,True,Music,MUSIC : PIPING,,Site of a Scottish traditonal / folk musician.,,
148590,Liza Mulholland,https://www.lizamulholland.com/,"Mulholland, Liza",,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148592,"MacMath Collective, The",http://macmathcollective.com/,The MacMath Collective,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk music group.,,
148593,Michael Philip,http://michaelphilip.org/,Michael Philip,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradional / folk accordion player and ceilidh band leader.,,
148594,Ciorstaidh Beaton,http://www.ciorstaidhbeatonharpist.com/,Ciorstaidh Beaton,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic traditional / folk musician.,,
148595,Ness Melodeon Band on Bandcamp,https://nessmelodeonband.bandcamp.com/,Ness Melodeon Band,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk band from Ness, Isle of Lewis.","Ness",
148597,Newbattlegaelicsong : Contemporary Gaelic Music and Song,https://newbattlegaelicsong.wordpress.com/,Newbattle Abbey College,Q61932741,https://www.wikidata.org/wiki/Q61932741,website,08/11/2021,True,Music,MUSIC : ACADEMIC,,Site of an academic project at Newbattle Abbey College regarding Gaelic musicians and groups.,,
148598,Peebles Accordion and Fiddle Club,https://peeblesboxandfiddle.weebly.com/,Peebles Accordion and Fiddle Club,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish accordion and fiddle club based in Peebles, the Scottish Borders.","Peebles",
148599,Lorne MacDougall,https://www.lornemacdougall.com/,Lorne MacDougall,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk piper.,,
148600,Mischa MacPherson,https://www.mischamacpherson.com/,"MacPherson, Mischa",,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148604,Kevin McGuire,https://www.kevinmcguire.co.uk/,"McGuire, Kevin",,,website,08/11/2021,False,Music,MUSIC : COUNTRY,,Site of a Scottish country pop singer / songwriter from Glasgow.,,
148605,KODA,https://www.kodamusic.com/,KODA,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish accordion orchestra and traditonal band from Dumfries & Galloway.,,
148606,Louise Bichan,https://www.louisebichan.co.uk/,Louise Bichan,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and photograper.,,
148607,Paul McKenna Band,http://www.paulmckennaband.com/,The Paul McKenna Band,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk band.,,
148608,Mairi MacInnes,https://mairimacinnes.com/,Mairi MacInnes,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic tradtional / folk singer.,,
148609,Paul Anderson,https://paulandersonscottishfiddler.com/,Paul Anderson,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk musician.,,
148610,Murray Henderson,https://www.murrayhendersonpiping.com/,Murray Henderson,,,website,08/11/2021,False,Music,MUSIC : PIPING,,Site of a piper and New Zealander based in Scotland.,,
148611,Neil Thomson,https://www.neilthomson.co.uk/,Neil Thomson,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician.,,
148612,Norman MacKay,https://www.normanmackay.com/,Norman MacKay,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish Scottish musician, composer and furniture maker based in Edinburgh..","Edinburgh",
148613,Patsy Reid,https://www.patsyreid.com/,Patsy Reid,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk musician and producer.,,
148614,Martin Treacher,https://www.pianopartiespipes.com/,"Treacher, Martin",,,website,08/11/2021,True,Music,MUSIC : PIPING,,Site of a Scottish piper and musician .,,
148629,Maeve Mackinnon,https://maevemackinnon.com/,Maeve Mackinnon,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic traditional / folk singer.,,
148630,Marie Fielding,https://mariefieldingmusic.com/,Marie Fielding,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk musician and artist.,,
148631,Mark Neal,https://marknealmusic.com/,Mark Neal,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish guitarist, singer and songwriter with stylistic influences covering Scottish traditional, jazz, funk and more.",,
148634,Mike Whellans,http://www.mikewhellans.co.uk/,Mike Whellans,,,website,08/11/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish blues musician.,,
148638,Moira Kerr,http://www.moirakerr.com/,Moira Kerr,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk singer-songwriter and after dinner speaker.,,
148639,Ceilidh Cabin,https://www.ceilidhcabin.com/,The Ceilidh Cabin,,,website,08/11/2021,True,Music,MUSIC : VENUE,,"Site of a Scottish traditional / folk music venue in Elgin, Moray.",,
148641,Norma Munro,http://www.ileach.co.uk/norma/,Norma Munro,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148643,Graham MacKenzie,https://www.grahammackenziemusic.com/,Graham MacKenzie,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and composer.,,
148644,Maggie MacInnes,https://www.maggiemacinnes.co.uk/,Maggie MacInnes,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer.,,
148645,Mhairi Hall,http://www.mhairihall.com/,Mhairi Hall,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish pianist, composer and producer.",,
148646,Muran,http://www.spanglefish.com/muran/,Muran,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148648,Orkney Strathspey & Reel Society,https://sites.google.com/site/orkneysr/,Orkney Strathspey & Reel Society,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Strathspey and reel society from Orkney.,,
148651,Heart Vox [Mae McKenna],http://heartvox.com/,Heart Vox,,,website,08/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer.,,
148652,North East Scotland Classical Guitar Society,http://www.nescgs.co.uk/,North East Scotland Classical Guitar Society,,,website,08/11/2021,True,Music,MUSIC,,Site of a Scottish classical music society.,,
148653,Norma Ritchie,http://normaritchie.co.uk/,Norma Ritchie,,,website,08/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish opera singer.,,
148673,Renfrew Accordion and Fiddle Club,http://www.renfrewaccordionandfiddleclub.co.uk/,Renfrew Accordion and Fiddle Club,,,website,09/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish accordion and fiddle club based in Renfrew, Renfrewshire.","Renfrew",
148689,Pretty Preachers Club,https://prettypreachersclub.godaddysites.com/,Pretty Preachers Club,,,website,09/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a indie pop band duo from Glasgow.,,
148690,Piping Inverness: European Pipe Band Championships,https://www.pipinginverness.com/,Piping Inverness,,,website,09/11/2021,True,Music,MUSIC : PIPING,,"Site of the European Pipe Band Championships stages at Inverness, Highland.","Highland, Inverness",
148691,Jared Celosse,http://jaredcelosse.com/,"Celosse, Jared",,,website,09/11/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a art-pop/rock singer-songwriter based in Glasgow.,"Glasgow",
148692,Konx-Om-Pax,http://www.konx-om-pax.net/,Konx-Om-Pax,,,website,09/11/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a electronic musician from Scotland.,,
148693,Callum Easter,https://callumeaster.com/,Callum Easter,,,website,09/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a alternative-indie musician based in Edinburgh.,"Edinburgh",
148694,Lady Neptune on Bancdamp,https://ladyneptune.bandcamp.com/,Lady Neptune,,,website,09/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a electronic musician from Scotland.,,
148695,Marantaa on Bandcamp,https://marantaa.bandcamp.com/,Marantaa,,,website,09/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a electronica band from Edinburgh.,"Edinburgh",
148696,Nightshift on Bandcamp,https://nightshiftgroup.bandcamp.com/,Nightshift,,,website,09/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a experimental band based in Glasgow.,"Glasgow",
148697,Pippa Reid-Foster,https://pippareidfoster.com/,Pippa Reid-Foster,,,website,09/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a traditional / folk singer and musician based in Scotland.,,
